ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
6.217273135,130.9444639,19460.38282,7.092462955,300.131272,556.65371,14.08360835,57.89707471,5.325833446,0
3.514545529,158.7320758,23029.66361,6.821679099,286.5228468,307.379142,9.712231911,79.85092857,3.762615331,0
3.722500486,163.6397469,37962.16799,6.684570274,326.6940179,467.5629729,14.56726886,50.5779791,3.662837732,0
6.455004797,176.6839728,24468.04839,5.756930039,314.7995983,477.5813462,16.24550434,57.72972383,2.293431406,0
7.316804754,217.522862,31903.39981,9.865047503,376.9379723,425.9134002,8.992754272,69.50921982,3.50837265,0
7.408985467,204.9617498,9566.12227,6.505923139,311.4526625,504.1459941,11.53214401,81.10693773,3.772420928,0
5.976769618,258.952732,27267.98186,7.648599331,383.6571521,514.1189201,12.25679025,82.46979843,2.994671096,0
6.395359132,133.8342291,23827.27502,5.127746861,266.9084283,573.4002951,9.833874585,95.02660928,4.191217515,0
6.762832522,232.0751766,27159.38435,7.884990658,350.4452927,465.4137746,13.86396488,64.81225738,4.916579161,0
9.918717064,199.1812511,21470.27831,6.79984141,329.178429,430.5077069,15.96604294,59.29227327,3.385508444,0
10.15544017,300.2924758,12652.36298,6.655126363,398.6477857,487.459131,9.347633986,67.91978869,5.00246726,0
8.721726711,206.3696824,28608.05208,6.325442404,377.4045382,506.9383527,13.55375101,42.38148394,2.555026904,0
9.02678772,253.2170742,27965.07215,6.588374366,373.5532353,588.3196505,16.14573205,59.12445085,2.019042018,0
6.953371603,203.1465468,11609.10905,5.495737655,304.2831932,551.1433372,9.387781276,55.95800559,3.651865808,0
6.140877557,197.8760897,26687.87448,7.587196418,329.2318529,548.0727613,15.83633021,41.26364788,5.359460295,0
7.077874007,220.6705396,23873.37821,6.181839616,341.9872341,333.0507859,10.66179894,90.29777033,4.764508265,0
5.488314309,135.8023617,21485.1532,8.187415791,280.6032867,441.3311375,14.86026268,88.28734556,5.066786272,0
7.205559175,120.3276153,24627.86756,6.202469332,289.7686966,418.4332899,13.64314709,63.73373237,3.710053126,0
9.177869866,163.2748283,20868.33122,7.726040434,320.4214322,426.9943932,10.2142746,62.43092616,3.108769988,0
4.270716195,166.8377085,24405.25053,7.391510138,297.2067392,349.5189104,13.47852645,54.47483954,3.763905903,0
8.52616987,175.6128363,11837.12336,7.483708838,308.3985155,474.2404823,21.84591625,52.37220111,5.083014142,0
8.490571562,204.1236484,22989.79639,8.270792937,358.847115,435.0008983,17.08424565,62.42163706,3.875556805,0
8.858401531,254.6175187,9624.300462,7.954015627,348.4081949,344.3033625,7.935467758,78.10854982,5.525726338,0
6.098156521,189.995846,27776.90105,6.443097878,347.9304004,245.859632,14.63688226,73.42463246,3.977362364,0
8.419970682,185.7189888,13237.9896,3.998265841,308.1426389,463.6472774,17.20956506,48.78311166,3.962478314,0
7.875895135,226.2847878,12710.24945,7.303126583,346.4032581,445.3741474,6.063461913,63.12804403,4.238589203,0
7.725332908,252.2654912,36477.73811,8.386761008,426.5435898,339.4113267,17.48584425,60.48388466,3.724836704,0
3.388090611,212.0289445,20230.12558,8.56978153,349.1559987,353.9129274,18.20833967,82.38787399,2.798600948,0
7.183825723,261.8507998,14100.96899,9.008495194,358.7247021,290.4238384,17.14990713,82.0251158,4.597165512,0
10.1119767,240.4321002,15331.30269,5.392651282,361.9029262,403.0418101,16.13112429,61.11114634,3.425763242,0
6.877456933,136.8792139,27433.58729,7.091521514,307.3970883,342.1963466,18.40384583,81.19341217,3.827650072,0
8.550875469,231.2487868,28918.41995,7.822528491,369.2642227,432.28527,16.26629669,73.14946432,3.772886607,0
10.30847766,217.2197464,27653.23518,8.912266341,369.5312064,382.9515048,6.580401551,59.57603991,3.285077052,0
7.371085073,207.7168244,24913.83717,9.616330437,362.30018,363.1685384,11.54266178,67.72070438,4.412589537,0
6.506487767,202.2859379,17087.0769,6.201982767,326.6623683,481.7719343,16.53518593,46.20574791,3.548775589,0
6.643935775,151.8896001,10909.19459,3.749625148,240.9367221,437.9090052,15.26474235,64.2039637,3.812952926,0
5.03377399,155.3214775,34971.80748,7.121477448,320.115497,500.6373262,18.31249854,63.19330599,3.244948477,0
6.912607562,155.7404952,17973.17886,4.916302562,275.9082279,439.6480512,18.38071193,55.50746847,2.612248953,0
7.977635991,245.8951304,32170.06916,9.635636083,399.5831549,473.6624528,11.7283382,23.8170199,3.5521295,0
6.078335837,197.5019119,35957.79218,8.130472208,379.5277063,360.0604774,20.09841289,41.86595951,4.201580906,0
6.242414484,191.9087295,28149.41179,7.1304368,319.3067851,448.2425267,19.37009087,60.93948098,4.508705098,0
6.06335479,160.7673113,14775.1456,7.484103647,305.8285533,327.2702387,12.30901596,69.03845387,3.467336915,0
8.129585514,177.8989666,27834.2177,9.006007747,334.4385388,397.0214276,15.93626168,81.3907585,3.362537135,0
9.562405944,202.0136426,13041.82914,5.820655208,327.118824,433.3816667,14.13906591,63.54899266,3.762719837,0
8.167792632,200.9137547,27141.3629,7.262416639,344.1611343,525.5987875,16.142284,66.23143554,4.289395484,0
6.825467901,187.0517097,46140.12685,6.137757462,352.7021822,373.4272355,12.60638165,58.75220132,3.027449578,0
7.861177701,204.2742411,25145.02412,7.923315375,338.2138034,469.4869612,15.99341035,86.16729829,4.157656628,0
4.96577356,220.8486386,21802.7449,6.250578031,311.598136,386.4133315,18.03523754,53.90817735,3.421766849,0
6.207432968,192.9370271,13442.60347,5.81902294,325.9065618,533.7958508,14.68753934,60.48503329,3.549298841,0
9.769251006,264.2656543,8471.677381,8.349709767,359.2685426,353.1964755,15.04708691,52.64545853,4.636556195,0
9.63066548,152.8624335,23641.70257,6.92570608,333.1483177,417.1670729,16.67018392,89.99757422,4.920091158,0
7.633570088,199.6529996,16312.15497,9.900546897,358.5662821,420.5341718,10.53939227,100.242706,2.927066767,0
5.77119905,155.0508931,24909.44401,6.53126127,297.0093194,313.7019343,11.704789,85.68830345,4.688959065,0
6.579969329,197.2269809,17657.08418,4.506293474,290.2898943,254.3932756,9.847655276,73.74971647,4.575931872,0
4.801154368,180.7728708,13556.7344,8.977286381,322.062447,587.3950117,12.40136807,62.02818652,4.418638132,0
6.906992172,216.7852908,19991.23915,7.302351651,340.1060278,356.4591369,9.614106025,61.12264363,2.124759352,0
7.726134808,233.9478637,21667.86874,6.313181872,340.2731714,472.2589937,14.39986002,36.57803789,3.720636904,0
8.927078148,241.875105,22821.25438,8.549738274,367.9755579,380.1972,10.85928728,75.85706782,4.601860959,0
6.20801554,153.2211063,17358.79637,8.214938853,328.282029,481.1956735,14.27409228,62.71819917,4.334615732,0
6.128425635,141.4924095,9615.83271,7.62791913,277.9517037,415.0087369,16.43584291,50.69392671,4.633823862,0
7.308048848,274.7049505,14600.53952,8.105802882,384.5648525,415.6072778,16.7616247,68.93722695,3.696119712,0
9.445129838,145.8054024,13168.52916,9.444471086,310.5833739,592.659021,8.606396747,77.57745951,3.875165247,1
9.024845037,128.0966912,19859.67648,8.016422649,300.150377,451.143481,14.77086294,73.77802565,3.985250506,1
6.80011909,242.0080815,39143.40333,9.501694588,187.1707144,376.4565931,11.43246635,73.77727503,3.8549399,1
7.174135163,203.4089346,20401.10246,7.681806287,287.0856791,315.5499,14.53351004,74.40561603,3.939895657,1
7.657991237,236.9608892,14245.78912,6.289064859,373.1653628,416.6241889,10.46423858,85.85276861,2.437296288,1
8.322986672,207.2524622,28049.64628,8.827061283,297.8130845,358.7258688,18.70927337,60.91142039,4.052135728,1
9.802720782,98.77164353,27357.45674,9.218150393,323.1990765,512.4287308,14.16893351,59.45443977,2.764633881,1
6.101955231,215.2680896,15976.92623,8.857160044,308.4826954,417.8435527,13.1472795,62.50564153,3.53559633,1
4.997770601,280.0824107,26849.19474,6.130756542,374.2329606,297.61154,15.57157096,70.56027461,3.404632906,1
4.815766791,217.6870932,16392.13507,7.461170474,278.7422964,481.4808283,15.5172963,77.6933736,4.375223811,1
6.548020558,278.5851052,25508.38695,6.749377795,366.871502,497.3217528,16.56316651,79.3236784,3.611860372,1
6.618010906,233.6616359,19598.86074,4.701049346,432.556385,401.6697906,11.76614643,73.19192051,4.437695749,1
7.788054733,212.6914573,29879.06015,6.998961533,360.668259,359.5690815,14.82874304,83.85633634,3.368757217,1
5.191834327,211.0941848,14866.10386,7.238691301,323.1092851,388.7165795,17.78000011,83.50540623,3.859800939,1
6.869638941,251.2934475,21728.8213,8.803174745,279.7768565,539.4668769,12.99414,56.40970792,4.726702454,1
9.058628424,155.3575571,15737.46894,7.251978855,343.233977,463.389256,17.85447002,83.17518934,3.65213447,1
7.291888325,127.5442971,27784.04848,9.754475933,247.3354119,439.6493286,17.28504169,59.55632952,5.328712788,1
7.275908774,175.2203765,22644.76635,7.886854527,293.3098537,373.3456926,17.41168255,56.79928677,5.062297798,1
6.512737124,229.263861,22475.04687,12.58002649,192.0335917,479.5012786,9.983462392,66.66857615,4.612963629,1
7.207886781,175.8702941,35804.29261,8.066059052,320.1021726,468.5628288,16.16409127,71.14666068,3.762741072,1
5.324941856,280.0896549,35344.65805,13.04380611,180.2067464,392.4214958,10.50481955,55.08466785,4.427137926,1
7.082300649,169.4689273,29846.71906,5.443386888,350.401849,353.0303803,18.95953438,30.38909611,3.485577388,1
10.7618978,81.71089527,25999.95367,8.477393872,318.4272408,392.7040818,12.71635014,52.24697244,4.661798516,1
6.286806948,258.3000516,13777.37619,7.483257698,328.6806496,563.4347751,16.46083688,73.51665351,4.104863275,1
9.794558699,129.8709584,20682.73174,9.390842593,291.9800835,427.1239484,11.85322809,78.71146943,2.945418738,1
8.210443565,167.1021915,13933.08536,10.42284178,243.4859418,391.0688736,13.74705768,61.05821029,4.97605516,1
10.35611883,136.3237517,48621.56395,9.158703903,327.922751,365.7202915,17.97556384,77.35985434,4.201849441,1
7.958984292,171.4836247,23625.81389,9.537735147,259.9799662,327.623881,16.11711046,107.7540426,4.698007916,1
6.552847474,198.8069397,34006.42073,8.691206175,274.9043512,477.1639068,14.36963009,78.17306259,4.687986155,1
7.628552723,156.7936942,26244.03691,8.337610434,255.0431936,495.9669861,13.63397438,65.60484125,4.182057148,1
4.79084054,268.7208812,17862.369,4.554573627,377.2411613,608.8468563,10.80631311,83.70223599,3.258858945,1
7.710959939,181.9381256,6552.626314,5.389248621,390.596392,516.2840829,17.01078491,58.24173419,4.28894682,1
8.291299006,211.2170343,20008.13496,8.767875035,275.7673211,475.9091299,12.6146689,66.61298363,3.424701921,1
9.032660579,121.4414415,15618.17025,6.157490739,372.9274557,390.6572261,15.03031511,63.125617,4.927218272,1
7.12942473,178.3723523,25840.57889,7.487823264,312.9827267,323.2989152,16.40615622,69.15760946,3.418610803,1
8.075494508,195.8049958,29483.60185,10.49384092,298.7372193,321.7483389,9.751086325,72.73442314,3.682919645,1
10.04967372,132.8328367,11557.03204,8.550572663,323.508072,442.7680497,13.37614863,92.17616984,5.133477823,1
5.667650647,229.9283665,16953.89874,8.774306102,293.5742499,554.1205362,14.25464074,54.43670238,3.633213756,1
6.79546901,187.7830201,15300.83867,7.486598424,316.9569345,498.665928,19.60042881,55.40111272,5.163088154,1
10.04102797,113.8311122,16266.43445,7.939074358,363.8668902,557.4860613,13.19534068,75.23322131,3.807562606,1
7.296037734,235.7351929,36043.70664,5.19621276,377.1906657,385.6143207,17.05271326,89.62355084,4.168526118,1
5.862641233,185.0652199,44069.27216,4.382721317,412.6901114,331.5701387,15.30607892,59.60581211,5.50742094,1
7.292141805,174.480427,33991.65157,9.511792392,259.1649652,435.1080173,16.29361407,81.69010445,4.466912564,1
7.82197094,157.1815455,23318.18798,9.08403988,324.8516587,294.6365314,17.18676578,72.56837619,3.532958335,1
11.301794,77.4595861,39227.61946,8.517986143,337.5012466,410.8561139,14.32688885,53.12125964,3.309580397,1
9.161088613,119.8419046,26618.05964,6.105573329,343.289234,379.7251816,10.89992641,54.58073576,4.888061137,1
7.798453676,188.3949423,32704.56929,11.07887248,258.1911841,507.1786883,18.27243924,85.17766213,4.107267203,1
5.564342491,256.20883,11245.73577,7.212253931,329.3383664,369.5555133,15.64005334,51.1503444,2.285987849,1
7.886591227,213.0525907,38852.02964,11.17078862,281.7007768,326.1153502,10.38517245,64.6625007,4.589983508,1
9.597191857,167.088976,21153.32283,7.944469309,346.0750158,335.1976082,14.34767609,50.64244747,5.145152871,1
6.964225943,212.7644944,29957.19122,7.675187646,321.2508981,378.0855456,13.12769368,72.08900098,3.990437572,1
7.672909523,152.8783051,22989.35118,6.231913253,343.4390173,401.1408786,14.25268374,64.29129182,4.268227482,1
5.382489039,240.0182139,18189.39498,5.551990468,397.700065,551.4762022,12.81872967,79.77991108,4.173330283,1
7.022952113,264.5256065,15978.35525,10.95620546,262.0645514,412.7094234,5.315286537,76.02449072,4.971907099,1
10.02622381,94.09130748,25510.0973,6.614114031,385.4026595,388.467266,11.88716125,69.27397869,3.736228471,1
5.500186641,254.672705,21082.85204,8.369354098,347.8165145,469.795375,13.49640431,60.04586666,4.178478951,1
7.543700466,161.6231416,19116.01208,8.493406749,289.9599529,440.2834456,13.33676961,80.24323689,3.630536578,1
6.848331559,159.1880501,12837.50606,5.164448055,373.9917105,558.8155667,12.25408076,69.77221027,4.396604556,1
5.910251729,282.739017,15244.84639,6.636550649,363.3846827,695.369528,13.13835315,89.80101069,3.660922908,1
9.567822726,173.1114983,38787.46271,5.149999932,444.970552,492.4115244,12.90422086,48.48147718,4.197919055,1
4.296247024,278.1475241,19672.48721,4.955218159,414.6367262,330.067379,11.29318661,70.66553966,4.163328982,1
8.529669348,157.7004811,18203.73003,8.926826327,309.5419774,498.6508327,12.28782443,52.02874105,3.776040837,1
8.065339036,174.1205843,21366.2836,7.490944014,315.1804054,497.0192345,11.41701861,46.21319792,3.756391707,1
9.158445163,186.672973,15797.0304,8.151080662,333.8122638,425.7520176,12.18263888,112.622733,4.525236731,1
8.848586283,188.9199829,32033.33202,13.127,182.3973702,479.7919747,12.07044433,77.67133749,4.014681858,1
9.495456382,185.8785944,18088.35485,7.527375309,388.7686566,409.4509977,12.39770353,63.35914373,4.168541279,1
8.052893916,198.9944743,9025.07936,7.217787958,338.3969097,328.4331103,9.142523494,42.75321531,3.634844542,1
6.425873866,188.9802815,11965.39651,7.571122584,365.4536552,502.9910878,13.86648723,96.81811277,3.731936503,1
7.757269666,213.0484451,25259.78055,7.635152992,363.6848143,543.5287986,15.25402122,107.189584,4.165432286,1
5.117390303,225.6574044,30914.11158,6.207729478,371.6493915,356.8622871,8.073420571,77.38813808,3.937188442,1
7.481535362,218.2611698,12088.41645,4.870660378,407.2965498,518.3755726,17.12096224,56.71102421,4.262065437,1
7.063646976,140.6128657,17941.81126,6.2753046,376.0461562,402.593602,12.43973968,29.46842812,3.39586624,1
6.876451043,190.8445136,21979.03167,5.630557592,363.8317057,349.1860855,9.55173234,68.41085133,4.545340927,1
4.812433652,250.1839535,11465.57564,4.362641198,398.1619036,607.0265423,18.2100315,62.51146711,3.0209959,1
4.788861062,234.8937026,28174.62052,10.85003648,187.4241309,444.8543208,11.78479884,89.01097412,2.896852186,1
6.505872509,240.2879117,29534.69029,6.775277154,341.7282393,265.2511986,13.57022302,93.16646544,4.497528597,1
5.628406919,226.8300426,28334.49194,8.012496989,293.9242728,351.1612132,15.01924062,35.17866216,5.050683115,1
5.966000489,194.796221,17350.05853,4.466577191,404.6099821,406.8063023,11.53998664,48.17335938,4.177139266,1
6.319431545,180.9656209,36278.71831,9.960552065,275.5917457,307.6913606,18.19693095,93.59424603,2.653126688,1
5.991283475,224.6085628,29983.11601,7.383818681,329.7315466,604.6312629,17.74122824,65.11697561,4.840562301,1
10.27244427,163.6246234,18894.85239,10.06820537,269.6466556,446.4507253,11.85691442,82.44550327,3.179884727,1
6.105140135,249.141391,45249.44903,7.369360303,338.7713073,314.9650897,11.25177781,88.65747732,3.103089844,1
9.443358884,73.49223369,20438.22469,8.024953111,315.8056588,458.6772315,12.53868069,50.85247034,3.486646409,1
6.887414371,223.603058,29189.13672,10.51446604,253.8305522,386.6228625,11.31229362,67.9161827,4.564188355,1
6.512900833,169.2174798,25151.41157,4.613310783,375.612318,296.074382,15.08869952,74.07592557,4.404040365,1
5.772718095,213.3635446,26124.93141,8.630718965,273.2794477,465.5592858,8.006207774,59.96433443,6.494249467,1
9.739561949,166.948864,13623.16006,7.235921759,385.0591343,369.5912891,12.32260382,68.50585165,2.568079877,1
5.541979019,185.6718736,20143.06526,10.23617597,209.4710584,517.9357855,18.46401541,49.37131866,3.672975983,1
6.448931033,240.244771,13979.16572,9.077984756,314.5904772,473.7513016,17.41690264,84.0247864,3.622195522,1
8.544708662,181.4134021,31429.37903,7.55502971,350.3970819,393.8896156,10.24723219,82.72191192,2.31815248,1
6.66400305,199.5887185,15902.94528,5.257789016,346.5845565,347.353336,15.98941896,61.15657454,2.227727884,1
8.736371211,194.6776872,24283.65879,8.855544474,329.004205,333.6237939,16.51623165,67.25047267,3.802116117,1
7.146976296,196.5626846,16911.20377,6.89050548,320.1008753,520.1113582,12.85423898,66.81417649,4.025762216,1
5.040331692,232.2344791,25653.69023,5.929307622,328.3295797,529.0525353,13.53940958,38.34673828,3.603325615,1
6.259651603,208.3794303,37356.7464,8.565487273,256.4738386,380.2401927,5.567692791,68.44186536,4.213405262,1
5.767349597,272.4721781,15417.93283,7.728859875,315.4049171,424.461152,15.28426758,60.8221347,3.896090487,1
7.088940642,206.3641219,13839.71343,8.08824197,321.2961415,369.9693333,14.89609216,66.67465815,5.661104287,1
8.029181613,158.0403984,19663.46943,8.433448388,283.2704951,431.3047161,20.69619806,59.97292857,4.388551012,1
4.725785565,249.6709994,20834.29428,5.036010053,378.9986845,411.1144853,17.76964143,78.81743621,3.15633142,1
8.19576536,214.5176104,10389.54254,6.295405022,327.1938979,403.189913,15.06704165,72.75681246,3.218709224,1
6.443753668,196.6159916,25740.41259,2.484379977,435.6727646,352.3536228,16.92441864,33.05188771,4.498684931,1
7.039094321,179.6452245,28827.36019,4.945555199,389.8892709,593.3962245,12.07920712,58.36350654,4.366031351,1
